# Format matches Extraction version: V6.5 
# <?xml version="1.0" encoding="UTF-8"?>
# 
# <!-- generated on 2022-07-16 19:07:53 by Eclipse SUMO netconvert Version 1.14.0
# -->
# 
# <configuration xmlns:xsi="http://www.w3.org/2001/XMLSchema-instance" xsi:noNamespaceSchemaLocation="http://sumo.dlr.de/xsd/netconvertConfiguration.xsd">
# 
#     <input>
#         <sumo-net-file value="resources\gtfs\numerical.net.xml"/>
#     </input>
# 
#     <output>
#         <output-file value="resources\gtfs\bus.net.xml"/>
#         <dlr-navteq-output value="resources\gtfs\bus"/>
#         <dlr-navteq.precision value="0"/>
#         <output.street-names value="true"/>
#         <output.original-names value="true"/>
#     </output>
# 
#     <processing>
#         <numerical-ids value="true"/>
#         <dismiss-vclasses value="true"/>
#         <geometry.min-radius.fix.railways value="false"/>
#         <geometry.avoid-overlap value="false"/>
#         <geometry.max-grade.fix value="false"/>
#         <offset.disable-normalization value="true"/>
#         <lefthand value="false"/>
#     </processing>
# 
#     <edge_removal>
#         <keep-edges.by-type value="highway.living_street,highway.motorway,highway.motorway_link,highway.primary,highway.primary_link,highway.residential,highway.secondary,highway.tertiary,highway.tertiary_link,highway.trunk,highway.trunk_link,highway.unclassified"/>
#     </edge_removal>
# 
#     <junctions>
#         <no-internal-links value="true"/>
#         <no-turnarounds value="true"/>
#         <junctions.corner-detail value="0"/>
#         <junctions.limit-turn-speed value="5.5"/>
#         <rectangular-lane-cut value="false"/>
#     </junctions>
# 
#     <pedestrian>
#         <walkingareas value="false"/>
#     </pedestrian>
# 
#     <report>
#         <aggregate-warnings value="1"/>
#     </report>
# 
# </configuration>
# 
#
# NODE_ID	IS_BETWEEN_NODE	amount_of_geocoordinates	x1	y1	[x2 y2  ... xn  yn]
# [xmin_region] 1108143
# [xmax_region] 1117790
# [ymin_region] 4601130
# [ymax_region] 4611952
# [elements_multinode] 5674
# [elements_normalnode] 3934
# [xmin] 1108143
# [xmax] 1117790
# [ymin] 4601130
# [ymax] 4611952
1000099741	0	1	1112444	4607156
1005689751	0	1	1112114	4606542
1010848533	0	1	1111587	4606993
1010848539	0	1	1111572	4606995
1018505604	0	1	1112803	4605667
1028832231	0	1	1112374	4607511
1028832505	0	1	1112444	4607442
1028832879	0	1	1112434	4607440
1037290915	0	1	1112199	4607039
1062772186	0	1	1110281	4608092
1062772390	0	1	1110350	4608200
1069755282	0	1	1111913	4606618
1069755410	0	1	1111760	4606568
1084291959	0	1	1112333	4606460
1098922926	0	1	1111476	4608318
1098922933	0	1	1111321	4609601
1102400455	0	1	1110984	4604179
1109380754	0	1	1111199	4607611
1109589987	0	1	1112136	4607091
1111031562	0	1	1111035	4608181
1122676772	0	1	1113226	4606351
1122676783	0	1	1113198	4606384
1122684243	0	1	1113243	4606384
1122684244	0	1	1113244	4606425
1122690102	0	1	1113091	4606386
1122696516	0	1	1113604	4606475
1122696530	0	1	1113580	4606491
1123408308	0	1	1113235	4606341
1123408312	0	1	1113188	4606315
1123840384	0	1	1116223	4607291
1123888230	0	1	1113204	4606671
1123888284	0	1	1113183	4606654
1124896940	0	1	1111056	4610299
1125002280	0	1	1111859	4609275
1125127500	0	1	1112007	4606855
1126514480	0	1	1111259	4607080
1131383941	0	1	1114303	4608954
1150135191	0	1	1111131	4608422
1150135291	0	1	1110874	4608534
1150135374	0	1	1110237	4609014
1153003601	0	1	1112358	4606351
1155365977	0	1	1111685	4604461
1155365999	0	1	1111324	4604798
1155366062	0	1	1111321	4604810
1155366165	0	1	1111488	4604625
1155583118	0	1	1111122	4607671
1155583155	0	1	1111448	4607715
1156241414	0	1	1112305	4606688
1158807671	0	1	1111286	4608528
1158905280	0	1	1115158	4605933
1175312858	0	1	1111923	4610104
1175312884	0	1	1111134	4610894
1175312888	0	1	1111871	4610083
1175312894	0	1	1111864	4610126
1175312940	0	1	1111206	4610917
1175312995	0	1	1111883	4610044
1176801194	0	1	1111143	4611284
1179377023	0	1	1113951	4604664
1179778985	0	1	1113845	4607495
1185686971	0	1	1111259	4605688
1185686977	0	1	1111260	4605691
1185686980	0	1	1111244	4605690
1194695562	0	1	1115999	4608814
1201745377	0	1	1112758	4607169
1201745397	0	1	1112723	4607320
1201745428	0	1	1112777	4607236
1201745430	0	1	1112746	4607196
1211136497	0	1	1111890	4606955
1213655165	0	1	1111245	4607945
1219836772	0	1	1113747	4604965
1219836871	0	1	1114256	4604978
1219837100	0	1	1113954	4604931
1220020504	0	1	1112255	4606633
1220020588	0	1	1112187	4607251
1220020689	0	1	1112238	4606612
1223180302	0	1	1112184	4606472
1224601431	0	1	1112209	4606475
1226686429	0	1	1112018	4606601
1226686483	0	1	1111915	4606606
1226695027	0	1	1111892	4609070
1226695052	0	1	1111887	4609069
1231194986	0	1	1115069	4605085
1231195148	0	1	1115057	4604988
1233909453	0	1	1112803	4606725
1252796550	0	1	1114125	4607570
1255827327	0	1	1112184	4608044
1255827483	0	1	1112161	4608085
1264085976	0	1	1114486	4604387
1264086096	0	1	1114759	4604212
1264137977	0	1	1114760	4604127
1264138027	0	1	1114777	4604124
1264147000	0	1	1114566	4603873
1271314240	0	1	1112081	4608350
1271454003	0	1	1111833	4608904
1271454049	0	1	1111937	4608808
1271454228	0	1	1111951	4608778
1271454267	0	1	1111969	4608745
1271454321	0	1	1112154	4608739
1271454550	0	1	1112160	4609046
1271454570	0	1	1111977	4608731
1271504788	0	1	1112269	4607064
1271661206	0	1	1112354	4604201
1271661232	0	1	1112524	4604236
1271670071	0	1	1112387	4604091
1271670072	0	1	1112145	4604504
1271670132	0	1	1112117	4604543
1271670135	0	1	1112193	4604495
1271670157	0	1	1112223	4604489
1272206892	0	1	1111109	4609341
1272206906	0	1	1111248	4609312
1272509790	0	1	1111375	4608232
1272986441	0	1	1110556	4609393
1272986457	0	1	1110604	4609335
1275080883	0	1	1112776	4605474
1275080887	0	1	1112719	4605277
1275080934	0	1	1112821	4605276
1275651825	0	1	1111853	4608601
1275651830	0	1	1111908	4609179
1275651863	0	1	1112025	4608644
1275701683	0	1	1113513	4605640
1275701768	0	1	1113515	4605602
1276868810	0	1	1112199	4608924
1276868846	0	1	1112227	4608952
1276868858	0	1	1112197	4608885
1276868860	0	1	1112135	4608779
1276868924	0	1	1112197	4608951
1276868951	0	1	1112152	4608699
1276876589	0	1	1112514	4605926
1279264285	0	1	1110726	4610757
1279264375	0	1	1110764	4610619
1279264398	0	1	1110744	4610675
1279264477	0	1	1110720	4610757
1279264695	0	1	1110744	4610698
1279264743	0	1	1110660	4610701
1279291417	0	1	1112180	4606436
1281616560	0	1	1110448	4610720
1281637423	0	1	1110872	4610587
1281637551	0	1	1110840	4610593
1281654570	0	1	1111130	4610021
1281654576	0	1	1110791	4610092
1281654582	0	1	1111094	4610128
1281654584	0	1	1110763	4610468
1281654586	0	1	1110840	4610180
1281654592	0	1	1110709	4610512
1281654593	0	1	1111144	4610009
1288162508	0	1	1112198	4603500
1288162511	0	1	1112200	4602898
1288162533	0	1	1112489	4603471
1288162555	0	1	1112152	4603529
1288172223	0	1	1112236	4603508
1288772377	0	1	1112207	4603522
1296594617	0	1	1112237	4608457
1296594793	0	1	1112234	4608347
1296657083	0	1	1113777	4603916
1297477088	0	1	1111046	4610874
1297477119	0	1	1111411	4610866
1297477138	0	1	1111024	4610814
1297477145	0	1	1111032	4610912
1297477247	0	1	1111387	4610849
1297477261	0	1	1110902	4610807
1297477296	0	1	1111184	4610754
1297477306	0	1	1111065	4610817
1301791978	0	1	1113468	4603875
1302748949	0	1	1113097	4603684
1302748976	0	1	1113123	4603635
1305717736	0	1	1113588	4611246
1306139762	0	1	1113840	4604776
1307179722	0	1	1112741	4607826
1307179805	0	1	1113445	4607403
1307180485	0	1	1112979	4607444
1307180644	0	1	1113082	4607425
1307181065	0	1	1113431	4607393
1307181279	0	1	1113059	4607161
1307181611	0	1	1112858	4607589
1307181946	0	1	1113014	4607434
1307182030	0	1	1113188	4607715
1307277963	0	1	1112036	4609825
1307277965	0	1	1111626	4610200
1307277988	0	1	1111848	4610153
1307278064	0	1	1111982	4609804
1307278066	0	1	1112041	4609945
1307278134	0	1	1111874	4610037
1307278151	0	1	1111546	4610179
1307278171	0	1	1111990	4610010
1307278367	0	1	1111821	4609962
1307278470	0	1	1111970	4610011
1307278488	0	1	1111808	4609982
1307278538	0	1	1111973	4609955
1307278544	0	1	1111854	4610116
1307278627	0	1	1111816	4610241
1307278643	0	1	1111985	4609871
1307278658	0	1	1111353	4609860
1307278711	0	1	1111885	4609999
1307278747	0	1	1111960	4609992
1307278764	0	1	1111447	4609870
1307278784	0	1	1111906	4610097
1307278805	0	1	1111514	4610304
1307278807	0	1	1111613	4610198
1307278812	0	1	1111780	4610154
1307278815	0	1	1111825	4610154
1307278844	0	1	1111933	4609856
1309111893	0	1	1114427	4604689
1309111934	0	1	1114469	4604784
1309179288	0	1	1114351	4604608
1309179292	0	1	1114593	4604768
1309179541	0	1	1114609	4604784
1309210038	0	1	1114714	4604288
1309285665	0	1	1115288	4604070
1309285768	0	1	1115221	4604059
1309379022	0	1	1114979	4604491
1309658861	0	1	1115326	4605696
1309666371	0	1	1114948	4605720
1309666381	0	1	1114971	4605720
1309666393	0	1	1114952	4605747
1309666396	0	1	1114923	4605695
1311009033	0	1	1113222	4606109
